league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,18,0,0,0,,CBH,[],0,0,0,0,0,0,1981-82,,0,0,0,0
NHL,40,0,19,86,17,3,,TOT,[],10.5,5,8,-9,9,0,1982-83,,4,16,0,5
NHL,1,0,19,5,1,0,,CBH,[],20.0,1,0,0,1,0,1982-83,,0,0,0,0
NHL,39,0,19,81,16,3,,VAN,[],9.9,4,8,-9,8,0,1982-83,,4,16,0,5
NHL,79,6,20,247,86,17,,VAN,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-7'}]",18.2,25,41,-12,45,1,1983-84,,19,50,0,24
NHL,68,4,21,212,59,7,,VAN,[],18.4,25,20,-21,39,0,1984-85,,14,45,0,13
NHL,77,5,22,213,72,16,,VAN,[],18.3,22,33,-8,39,0,1985-86,,17,85,1,16
NHL,77,7,23,242,79,10,,VAN,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-6'}]",16.9,26,38,5,41,0,1986-87,,15,84,0,28
NHL,73,4,24,202,77,12,,VAN,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-11'}]",19.8,20,37,-1,40,0,1987-88,,20,90,0,25
NHL,77,3,25,211,49,11,,VAN,[],11.4,16,25,-10,24,0,1988-89,,8,69,0,14
NHL,78,0,26,192,64,13,,TOT,[],14.6,16,36,-10,28,0,1989-90,,12,72,0,23
NHL,41,0,26,103,32,6,,VAN,[],13.6,9,18,1,14,0,1989-90,,5,50,0,12
NHL,37,0,26,89,32,7,,PIT,[],15.7,7,18,-11,14,0,1989-90,,7,22,0,11
NHL,56,0,27,93,26,7,,TOT,[],7.5,4,19,3,7,0,1990-91,,3,50,0,12
NHL,46,0,27,74,18,4,,PIT,[],8.1,3,12,1,6,0,1990-91,,3,44,0,8
NHL,10,0,27,19,8,3,,BUF,[],5.3,1,7,2,1,0,1990-91,,0,6,0,4
NHL,70,0,28,133,31,6,,BUF,[],11.3,8,16,-4,15,1,1991-92,,6,100,0,10
