assists,year,games_played,points,goals,team,age,pim,plus_minus,league
31,1977-78,56,44,13,Kamloops Chiefs,17,160,0,BCJHL
0,1977-78,2,0,0,Seattle Breakers,17,0,0,WCJHL
14,1978-79,60,21,7,Kingston Canadians,18,70,0,OMJHL
10,1979-80,32,14,4,Kingston Canadians,19,54,0,OMJHL
7,1980-81,41,13,6,Maine Mariners,20,100,0,AHL
14,1981-82,71,20,6,Maine Mariners,21,156,0,AHL
10,1982-83,61,10,0,2 Teams,22,76,0,AHL
0,1982-83,2,0,0,Maine Mariners,22,0,0,AHL
10,1982-83,59,10,0,Moncton Alpines,22,76,0,AHL
11,1983-84,75,11,0,2 Teams,23,152,0,AHL
10,1983-84,63,10,0,Moncton Alpines,23,120,0,AHL
1,1983-84,12,1,0,Hershey Bears,23,32,0,AHL
19,1984-85,79,23,4,Hershey Bears,24,144,0,AHL
14,1985-86,66,19,5,2 Teams,25,171,0,AHL
1,1985-86,11,1,0,Binghamton Whalers,25,35,0,AHL
13,1985-86,55,18,5,Moncton Golden Flames,25,136,0,AHL
17,1986-87,59,19,2,New Haven Nighthawks,26,140,0,AHL
26,1987-88,76,34,8,Adirondack Red Wings,27,137,0,AHL
12,1988-89,32,14,2,Adirondack Red Wings,28,61,0,AHL
6,1989-90,27,9,3,Adirondack Red Wings,29,28,0,AHL
1,1990-91,24,1,0,San Diego Gulls,30,17,0,IHL
