goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.2,0,NHL,3,TOR,86,23,1,0,0,4,0,0,0,0,1,0,0,0,0,.895,2002-03,38,2.79,0,[],34
1.2,0,NHL,11,TOR,647,24,3,0,0,31,0,0,2,0,5,0,0,0,0,.894,2003-04,293,2.87,0,[],262
3.8,0,NHL,25,TOR,1399,26,11,106,0,73,0,-4.18,2,2,10,0,0,0,0,.895,2005-06,697,3.13,0,[],624
3.1,0,NHL,31,TOT,1650,27,12,122,1,92,0,-16.29,3,2,11,1,0,0,0,.885,2006-07,799,3.35,0,[],707
0.1,0,NHL,1,TOR,59,27,1,0,0,2,0,0,0,0,0,0,0,0,0,.895,2006-07,19,2.03,0,[],17
3.0,0,NHL,30,PHX,1591,27,11,122,1,90,0,-16.09,3,2,11,1,0,0,0,.885,2006-07,780,3.39,0,[],690
3.7,2,NHL,22,PHX,1224,28,8,102,1,56,17,-0.86,2,2,9,1,.588,0,10,.908,2007-08,607,2.75,2,[],551
3.4,2,NHL,21,TOT,1028,29,6,96,0,47,16,1.77,1,0,9,0,.563,0,9,.912,2008-09,533,2.74,0,[],486
2.4,2,NHL,15,PHX,798,29,5,102,0,38,13,-0.66,1,0,7,0,.538,0,7,.907,2008-09,408,2.86,0,[],370
1.0,0,NHL,6,BUF,230,29,1,0,0,9,3,0,0,0,2,0,.667,0,2,.928,2008-09,125,2.35,0,[],116
