pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,Schwenninger Wild Wings Jr.,10,0,33,Ger-Jr.,12,1998-99,15,23
4,Schwenninger Wild Wings,3,0,3,Germany,51,1999-00,16,0
2,Germany,1,2,2,WJC-B,5,1999-00,16,1
10,Germany,1,1,3,WJ18-A,6,1999-00,16,2
12,Schwenninger Wild Wings,28,0,41,Germany,58,2000-01,17,13
2,Germany,1,1,1,WJC-B,5,2000-01,17,0
0,Germany,0,1,0,Oly-Q,3,2000-01,17,0
0,Germany,4,-2,6,WJ18-A,6,2000-01,17,2
2,Germany,0,-4,0,WC-A,7,2000-01,17,0
2,Germany,2,4,6,WJC-B,5,2001-02,18,4
24,2 Teams,11,0,19,Germany,53,2001-02,18,8
24,Schwenninger Wild Wings,9,0,17,Germany,45,2001-02,18,8
0,Adler Mannheim,2,0,2,Germany,8,2001-02,18,0
16,Adler Mannheim,14,0,20,Germany,36,2002-03,19,6
2,Germany,2,-1,3,WJC-A,6,2002-03,19,1
0,Germany,2,0,3,WC-A,7,2002-03,19,1
24,Cleveland Barons,21,3,37,AHL,78,2003-04,20,16
2,Germany,1,-1,1,W-Cup,3,2004-05,21,0
28,Cleveland Barons,34,6,50,AHL,76,2004-05,21,16
0,Germany,0,1,2,WC-A,6,2004-05,21,2
0,Germany,0,-4,1,Olympics,5,2005-06,22,1
0,Germany,0,-2,0,WC-A,3,2007-08,24,0
0,Germany,1,-1,3,Olympics,4,2009-10,26,2
4,Germany,0,-3,2,WC-A,9,2009-10,26,2
2,Germany,0,-2,0,WC-A,7,2011-12,28,0
8,Adler Mannheim,15,0,19,Germany,18,2012-13,29,4
4,Germany,4,-4,4,WC-A,7,2012-13,29,0
