assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
76,0,29,26,,6.1,1.4,23,,31,C,7.4,45,MNS,/players/b/brotene01.html,0,47,6,14,Neal Broten,15.0,1986,105,0,80,193
45,5,44,25,,6.2,1.3,25,,9,RW,7.4,36,MNS,/players/c/ciccadi01.html,0,51,19,12,Dino Ciccarelli,16.8,1986,89,0,75,262
48,2,31,21,,4.5,1.4,18,,18,RW,5.9,29,MNS,/players/b/bellobr01.html,1,46,11,16,Brian Bellows,12.1,1986,79,2,77,256
33,6,43,24,,5.0,1.1,27,,12,LW,6.2,19,MNS,/players/b/bjugssc01.html,2,24,14,5,Scott Bjugstad,19.8,1986,76,2,80,217
44,2,16,29,,2.8,0.9,8,,21,C,3.7,22,MNS,/players/n/nilsske01.html,1,10,8,4,Kent Nilsson,13.1,1986,60,0,61,122
32,2,26,27,,2.7,0.7,19,,8,C,3.4,23,MNS,/players/a/actonke01.html,1,100,5,-11,Keith Acton,15.4,1986,58,2,79,169
37,2,21,30,,2.7,1.2,20,,8,C,3.9,29,MNS,/players/m/marukde01.html,0,67,1,13,Dennis Maruk,15.6,1986,58,0,70,135
47,2,10,26,,3.1,4.0,6,,35,D,7.1,12,MNS,/players/h/hartscr01.html,0,127,4,7,Craig Hartsburg,5.4,1986,57,0,75,185
33,3,22,26,,2.2,0.9,18,,5,RW,3.0,27,MNS,/players/g/grahadi01.html,1,87,0,-6,Dirk Graham,12.7,1986,55,4,80,173
25,0,15,27,,1.0,0.8,11,,1,LW,1.8,24,MNS,/players/m/mckegto01.html,0,48,3,-5,Tony McKegney,10.6,1986,40,1,70,141
17,7,18,20,,1.1,1.1,14,,0,LW,2.2,17,MNS,/players/l/lawtobr01.html,0,36,4,10,Brian Lawton,18.4,1986,35,0,65,98
21,1,6,27,,0.9,4.3,6,,2,D,5.2,18,MNS,/players/g/gilescu01.html,1,30,0,19,Curt Giles,10.2,1986,27,0,69,59
12,2,12,25,,1.5,0.2,8,,5,LW,1.7,7,MNS,/players/m/mccarto02.html,0,12,4,-3,Tom McCarthy,26.7,1986,24,0,25,45
