age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,7.1,0,3,-3,NHL,9,0,1989-90,0,14,1,,1,31,,MTL,4
21,,6.1,1,7,2,NHL,13,0,1990-91,0,33,2,,1,18,,MTL,9
22,,3.7,0,4,-2,NHL,10,0,1991-92,0,27,1,,1,6,,MTL,5
23,SC,4.2,1,2,10,NHL,11,0,1992-93,0,24,1,,0,16,,MTL,3
24,,0.0,0,0,0,NHL,1,0,1993-94,0,1,0,,0,0,,MTL,0
26,,0.0,0,4,-7,NHL,6,0,1995-96,0,13,0,,0,8,,TOR,4
31,,0.0,0,9,4,NHL,13,0,2000-01,0,34,0,336,0,10,,LAK,9
32,,0.0,0,1,-8,NHL,7,0,2001-02,0,12,0,160,0,18,,LAK,1
33,,0.0,0,0,-4,NHL,4,0,2002-03,0,12,0,113,0,6,,DET,0
34,,3.1,0,2,2,NHL,12,0,2003-04,1,32,1,318,1,8,,DET,3
36,,5.9,1,7,-1,NHL,6,0,2005-06,0,17,1,160,0,6,,DET,8
37,,5.3,1,4,4,NHL,11,0,2006-07,1,38,2,259,1,16,,DET,6
38,,14.3,1,0,-3,NHL,6,0,2007-08,0,7,1,123,0,8,14,ANA,1
39,,0.0,0,0,-2,NHL,2,0,2008-09,0,5,0,38,0,4,6,MTL,0
40,,33.3,0,0,-1,NHL,3,0,2009-10,0,3,1,41,1,0,10,PHX,1
