goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,-0.1,0,0,1980-81,[],7,60,0,0,0,0,0,0,HAR,0,0,0,7.00,25,NHL,0,0,1,0,0,1
0,0.0,0,0,1983-84,[],10,146,1,0,0,43,53,0,DET,0,0,0,4.11,28,NHL,.811,0,3,0,0,1
