pim,team,assists,plus_minus,points,league,games_played,year,age,goals
28,Compuware U16,22,0,38,T1EHL U16,38,2009-10,15,16
2,U.S. National U17 Team,1,0,2,USDP,3,2010-11,16,1
48,Dubuque Fighting Saints,14,-14,28,USHL,57,2010-11,16,14
2,USA U18,2,2,3,WJC-18,6,2011-12,17,1
85,U.S. National U18 Team,15,0,36,USDP,60,2011-12,17,21
59,USNTDP Juniors,6,0,11,USHL,24,2011-12,17,5
4,USA U20,3,1,6,WJC-20,7,2012-13,18,3
22,Miami Univ. (Ohio),24,12,39,NCAA,40,2012-13,18,15
0,USA U20,2,1,6,WJC-20,5,2013-14,19,4
28,Miami Univ. (Ohio),25,6,44,NCAA,38,2013-14,19,19
12,Miami Univ. (Ohio),20,6,40,NCAA,38,2014-15,20,20
34,Hershey Bears,29,4,55,AHL,74,2015-16,21,26
12,Hershey Bears,14,4,27,AHL,39,2016-17,22,13
