assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Estevan Bruins,4,1963-64,11,8,32,18,0,SJHL
4,Estevan Bruins,3,1964-65,6,7,20,19,0,SJHL
0,Minneapolis Bruins,0,1964-65,5,0,0,19,0,CPHL
7,Estevan Bruins,2,1965-66,11,9,28,20,0,SJHL
7,Estevan Bruins,4,1965-66,13,11,22,20,0,M-Cup
3,Edmonton Oil Kings,2,1965-66,6,5,9,20,0,M-Cup
1,Oklahoma City Blazers,2,1966-67,9,3,10,21,0,CPHL
1,Oklahoma City Blazers,0,1967-68,7,1,15,22,0,CPHL
1,Oklahoma City Blazers,0,1968-69,12,1,25,23,0,CHL
1,Philadelphia Firebirds,0,1974-75,3,1,4,29,0,NAPro
3,Roanoke Valley Rebels,1,1975-76,6,4,2,30,0,SHL
