year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,16,0,12,0,0,WHL,4,Swift Current Broncos,0
1990-91,17,0,6,0,0,WHL,3,Swift Current Broncos,0
1991-92,18,2,16,5,0,WHL,8,Swift Current Broncos,7
1992-93,19,9,49,17,0,WHL,17,Swift Current Broncos,26
1992-93,19,1,6,3,0,M-Cup,4,Swift Current Broncos,4
1993-94,20,2,11,0,0,AHL,5,Cape Breton Oilers,2
1996-97,23,4,44,2,0,IHL,14,Cleveland Lumberjacks,6
2004-05,31,8,44,8,0,Swiss-2,12,EHC Biel-Bienne,16
