pim,team,assists,plus_minus,points,league,games_played,year,age,goals
50,Winnipeg Warriors,31,0,50,MMMHL,31,1994-95,17,19
0,Minot Top Guns,35,0,61,SJHL,56,1995-96,18,25
2,Saskatoon Blades,0,0,0,WHL,2,1995-96,18,0
26,University of North Dakota,13,0,16,WCHA,29,1997-98,20,3
20,University of North Dakota,19,0,45,WCHA,38,1998-99,21,26
42,University of North Dakota,29,0,63,WCHA,44,1999-00,22,34
72,Providence Bruins,18,-7,33,AHL,54,2000-01,23,15
121,Providence Bruins,26,-19,37,AHL,71,2001-02,24,11
106,Providence Bruins,37,9,69,AHL,65,2002-03,25,32
72,San Antonio Rampage,22,-4,49,AHL,65,2003-04,26,27
117,Manitoba Moose,30,24,62,AHL,79,2004-05,27,32
84,Manitoba Moose,19,2,41,AHL,42,2005-06,28,22
86,Manitoba Moose,42,8,68,AHL,72,2006-07,29,26
73,Skelleftea AIK HK,20,0,36,Sweden,47,2007-08,30,16
129,Farjestads BK Karlstad,13,0,31,Sweden,37,2008-09,31,18
10,EV Zug,6,0,11,Swiss,9,2008-09,31,5
65,Farjestads BK Karlstad,2,0,5,Sweden,16,2009-10,32,3
42,Tappara Tampere,8,0,11,Finland,12,2009-10,32,3
14,SC Bern,4,0,4,Swiss,9,2009-10,32,0
26,Straubing Tigers,26,0,38,Germany,34,2010-11,33,12
2,SC Bern,1,0,1,Swiss,1,2010-11,33,0
40,Skelleftea AIK,28,0,39,Sweden,51,2011-12,34,11
30,Pelicans Lahti,8,0,12,Finland,13,2012-13,35,4
48,Linkopings HC,4,0,6,Sweden,24,2012-13,35,2
