assists,team,goals,year,games_played,points,pim,age,plus_minus,league
40,St-Hubert Selects,45,1992-93,35,85,0,16,0,QAHA
2,Richelieu Riverains,3,1992-93,14,5,0,16,0,QAAA
16,St-Jean Lynx,16,1993-94,71,32,14,17,0,QMJHL
36,2 Teams,23,1994-95,68,59,31,18,0,QMJHL
13,St-Jean Lynx,10,1994-95,40,23,23,18,0,QMJHL
23,Halifax Mooseheads,13,1994-95,28,36,8,18,0,QMJHL
48,Halifax Mooseheads,40,1995-96,69,88,35,19,0,QMJHL
36,Fredericton Canadiens,30,1996-97,66,66,20,20,0,AHL
42,Fredericton Canadiens,28,1997-98,71,70,24,21,5,AHL
37,Fredericton Canadiens,27,1998-99,69,64,32,22,-9,AHL
38,2 Teams,31,1999-00,75,69,53,23,-5,AHL
4,Hamilton Bulldogs,3,1999-00,18,7,10,23,-10,AHL
34,Springfield Falcons,28,1999-00,57,62,43,23,5,AHL
17,2 Teams,4,2000-01,64,21,28,24,-5,IHL
13,Utah Grizzlies,2,2000-01,34,15,18,24,-6,IHL
4,Chicago Wolves,2,2000-01,30,6,10,24,1,IHL
25,HC Asiago,22,2001-02,30,47,26,25,0,Italy
17,Schwenninger Wild Wings,9,2002-03,52,26,60,26,0,Germany
9,SC Langenthal,6,2003-04,18,15,26,27,0,Swiss-2
50,ESC Moskitos Essen,25,2004-05,51,75,75,28,0,German-2
32,ESC Moskitos Essen,23,2005-06,51,55,97,29,0,German-2
20,Landshut Cannibals,16,2006-07,52,36,72,30,0,German-2
22,HC Rouen,9,2007-08,26,31,20,31,0,France
