assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,St-Jean Lynx,1,1993-94,5,2,4,17,0,QMJHL
1,Halifax Mooseheads,2,1994-95,3,3,4,18,0,QMJHL
4,Halifax Mooseheads,3,1995-96,6,7,2,19,0,QMJHL
2,Fredericton Canadiens,5,1997-98,4,7,4,21,0,AHL
7,Fredericton Canadiens,2,1998-99,14,9,4,22,0,AHL
2,Springfield Falcons,2,1999-00,5,4,2,23,0,AHL
0,Chicago Wolves,0,2000-01,1,0,0,24,0,IHL
2,HC Asiago,1,2001-02,4,3,4,25,0,Italy
3,Schwenninger Wild Wings,6,2002-03,6,9,2,26,0,Germany
8,ESC Moskitos Essen,4,2005-06,10,12,4,29,0,German-2
1,Landshut Cannibals,1,2006-07,8,2,12,30,0,German-2
4,HC Rouen,2,2007-08,9,6,38,31,0,France
