power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,11,3,0,NHL,1981-82,21,0,CBH,,3,4,0,0,6,,,0.0,0
1,13,10,0,NHL,1982-83,22,3,CBH,,7,6,-1,0,36,,,8.3,2
0,3,0,0,NHL,1983-84,23,0,PHI,,0,0,-2,0,3,,,0.0,0
3,0,10,0,NHL,1984-85,24,4,PHI,,6,38,-3,0,49,,,8.2,1
0,5,1,0,NHL,1985-86,25,0,PHI,,1,4,0,0,8,,,0.0,0
2,0,18,0,NHL,1986-87,26,4,PHI,,14,31,0,0,41,,,9.8,2
1,7,2,0,NHL,1987-88,27,1,PHI,,1,8,9,0,15,,,6.7,0
0,2,1,0,NHL,1988-89,28,0,LAK,,1,2,1,0,1,,,0.0,0
0,5,1,0,NHL,1989-90,29,0,NYI,,1,6,1,0,6,,,0.0,0
0,6,5,0,NHL,1990-91,30,0,DET,,5,6,0,0,6,,,0.0,0
