average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,2,0,0,NHL,20,1,2,-5,16,0,0,0,1,1980-81,CBH,0,2,[],0.0,,9
,40,1,0,NHL,21,17,24,-19,127,5,7,0,11,1981-82,CBH,12,28,[],9.4,,70
,53,1,0,NHL,22,23,46,21,134,7,6,0,17,1982-83,CBH,13,40,[],9.7,,0
,35,2,0,NHL,23,21,63,23,160,5,2,0,7,1983-84,PHI,7,28,[],4.4,,78
,37,1,1,NHL,24,20,65,31,111,2,1,2,11,1984-85,PHI,4,33,[],3.6,,0
,43,1,0,NHL,25,17,55,-5,134,4,2,2,18,1985-86,PHI,6,37,[],4.5,,80
,40,1,0,NHL,26,20,29,18,122,2,7,0,11,1986-87,PHI,9,31,[],7.4,,78
,38,0,0,NHL,27,17,43,-1,153,3,6,1,11,1987-88,PHI,9,29,[],5.9,,76
,25,0,0,NHL,28,13,53,-11,137,8,2,0,2,1988-89,LAK,10,15,[],7.3,,74
,59,1,0,NHL,29,17,54,3,159,7,8,0,27,1989-90,NYI,15,44,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-20'}]",9.4,,0
,37,0,0,NHL,30,9,48,-23,108,4,4,0,20,1990-91,TOT,8,29,[],7.4,,74
,7,0,0,NHL,30,1,12,-4,30,0,1,0,5,1990-91,NYI,1,6,[],3.3,,16
,23,0,0,NHL,30,6,19,-13,62,2,2,0,13,1990-91,HAR,4,19,[],6.5,,41
,7,0,0,NHL,30,2,17,-6,16,2,1,0,2,1990-91,DET,3,4,[],18.8,,17
,8,0,0,NHL,31,7,14,8,21,0,0,0,1,1991-92,DET,0,8,[],0.0,,26
,38,1,0,NHL,32,13,28,-7,78,6,4,0,15,1992-93,TOT,10,28,[],12.8,,59
,29,1,0,NHL,32,10,18,-4,54,6,2,0,11,1992-93,TBL,8,21,[],14.8,,40
,9,0,0,NHL,32,3,10,-3,24,0,2,0,4,1992-93,STL,2,7,[],8.3,,19
,9,0,0,NHL,33,3,10,1,30,1,1,0,4,1993-94,STL,2,7,[],6.7,,50
