year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,18,49,180,59,0,KIJHL,42,Spokane Braves,108
1988-89,19,27,154,58,0,BCJHL,50,Penticton Knights,85
1989-90,20,25,132,37,0,WHL,71,Tri-City Americans,62
1990-91,21,12,133,26,0,AHL,74,Moncton Hawks,38
1991-92,22,15,271,18,0,AHL,69,Moncton Hawks,33
1992-93,23,22,158,26,0,AHL,54,Moncton Hawks,48
1994-95,25,0,14,4,0,AHL,6,P.E.I. Senators,4
1995-96,26,0,9,0,0,IHL,9,Detroit Vipers,0
1996-97,27,24,267,23,0,AHL,68,Springfield Falcons,47
1997-98,28,28,177,39,6,AHL,79,Springfield Falcons,67
1998-99,29,32,189,26,-25,AHL,80,Beast of New Haven,58
1999-00,30,14,124,12,0,Germany,48,Revier Lowen Oberhausen,26
1999-00,30,4,46,4,0,UHL,11,Quad City Mallards,8
2000-01,31,17,137,14,0,Germany,59,Kassel Huskies,31
2001-02,32,11,122,7,0,Germany,51,Eisbaren Berlin,18
2002-03,33,12,73,10,0,Britain,25,Sheffield Steelers,22
2003-04,34,8,25,14,-1,UHL,24,Columbus Stars,22
