power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,0,0,NHL,1958-59,22,0,TOR,,0,24,0,0,0,,,0,0
0,0,1,0,NHL,1959-60,23,1,TOR,,0,17,1,0,12,,,8.3,0
0,3,0,0,NHL,1960-61,24,0,TOR,,0,8,-2,0,1,,,0.0,0
0,0,3,0,NHL,1961-62,25,0,TOR,,3,19,8,0,19,,SC,0.0,0
0,10,3,0,NHL,1962-63,26,0,TOR,,3,6,5,0,8,,SC,0.0,0
0,0,5,0,NHL,1963-64,27,2,TOR,,3,0,6,0,22,,SC,9.1,0
0,6,1,0,NHL,1964-65,28,0,TOR,,1,14,7,0,5,,,0.0,0
0,4,1,0,NHL,1965-66,29,0,TOR,,1,8,-1,0,0,,,0,0
0,10,0,0,NHL,1966-67,30,0,TOR,,0,4,-4,0,5,,SC,0.0,0
0,4,0,0,NHL,1969-70,33,0,DET,,0,6,-3,0,7,,,0.0,0
0,6,1,0,NHL,1970-71,34,0,TOR,,1,19,-2,0,8,,,0.0,0
0,5,0,0,NHL,1971-72,35,0,TOR,,0,4,-4,0,3,,,0.0,0
