average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,22,0,2,-2,12,0,0,0,0,1967-68,STL,0,0,[],0.0,,12
,0,0,0,NHL,24,0,6,-1,3,0,0,0,0,1969-70,PHI,0,0,[],0.0,,2
,33,3,1,NHL,26,18,52,-12,156,7,2,0,5,1971-72,PIT,10,23,[],6.4,,77
,39,2,1,NHL,27,20,88,3,155,10,4,0,4,1972-73,PIT,15,24,[],9.7,,78
,11,2,0,NHL,28,8,20,17,66,2,1,0,0,1973-74,TOT,3,8,[],4.5,,55
,0,0,0,NHL,28,0,0,-2,0,0,0,0,0,1973-74,PIT,0,0,[],0,,3
,11,2,0,NHL,28,8,20,19,66,2,1,0,0,1973-74,BOS,3,8,[],4.5,,52
,10,0,0,NHL,29,8,56,8,86,1,0,0,1,1974-75,BOS,1,9,[],1.2,,68
,21,1,0,NHL,30,15,103,7,131,3,1,0,2,1975-76,BOS,4,17,[],3.1,,77
,3,0,0,NHL,31,3,16,4,28,0,0,0,0,1976-77,BOS,0,3,[],0.0,,17
,2,0,0,NHL,32,1,15,-9,29,0,0,0,1,1977-78,TOT,0,2,[],0.0,,14
,0,0,0,NHL,32,0,0,-1,0,0,0,0,0,1977-78,BOS,0,0,[],0,,1
,2,0,0,NHL,32,1,15,-8,29,0,0,0,1,1977-78,LAK,0,2,[],0.0,,13
,5,0,0,NHL,33,4,46,-8,62,1,0,0,0,1978-79,LAK,1,4,[],1.6,,55
