assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Saskatoon Empires,6,1925-26,4,7,6,25,0,N-SSHL
6,Saskatoon Sheiks,13,1926-27,29,19,42,26,0,PrHL
1,Saskatoon Sheiks,5,1927-28,16,6,14,27,0,PrHL
1,Duluth Hornets,0,1928-29,6,1,4,28,0,AHA
3,2 Teams,3,1928-29,25,6,28,28,0,Can-Pro
0,Kitchener Flying Dutchmen,0,1928-29,4,0,0,28,0,Can-Pro
3,Hamilton Tigers,3,1928-29,21,6,28,28,0,Can-Pro
3,Hamilton/Kitchener,4,1929-30,42,7,74,29,0,IHL
6,2 Teams,4,1930-31,47,10,89,30,0,IHL
0,Syracuse Stars,0,1930-31,8,0,21,30,0,IHL
6,Detroit Olympics,4,1930-31,39,10,68,30,0,IHL
3,London Tecumsehs,4,1931-32,44,7,16,31,0,IHL
6,London/Cleveland,6,1932-33,33,12,18,32,0,IHL
0,Edmonton Eskimos,0,1933-34,5,0,0,33,0,NWHL
4,Oklahoma City Warriors,4,1934-35,46,8,46,34,0,AHA
