pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Ottawa 67\'s,9,0,12,OHL,9,1982-83,17,3
6,Ottawa 67\'s,16,0,22,OHL,13,1983-84,18,6
2,Ottawa 67\'s,5,0,12,M-Cup,5,1983-84,18,7
0,Saginaw Generals,1,0,2,IHL,2,1986-87,21,1
19,Saginaw Hawks,3,0,5,IHL,10,1987-88,22,2
6,Saginaw Hawks,2,0,2,IHL,6,1988-89,23,0
20,Indianapolis Ice,10,0,11,IHL,14,1989-90,24,1
2,HC Alleghe,8,0,15,Italy,10,1990-91,25,7
2,HC Alleghe,11,0,14,Italy,9,1991-92,26,3
6,HC Alleghe,8,0,14,Italy,9,1992-93,27,6
0,ESV Kaufbeuren,2,0,3,Germany,4,1993-94,28,1
4,Indianapolis Ice,0,0,1,IHL,5,1995-96,30,1
