year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,18,4,55,13,0,Swe-Jr.,40,AIK Solna Jr.,17
1996-97,18,0,0,0,0,Sweden,1,AIK Solna,0
1997-98,19,0,26,0,0,Sweden,34,AIK Solna,0
1997-98,19,1,6,0,0,WJC-A,7,Sweden,1
1998-99,20,0,30,0,0,Sweden,36,AIK Solna,0
1999-00,21,0,59,2,0,Sweden,50,AIK Solna,2
2000-01,22,5,62,9,0,Finland,56,TPS Turku,14
2001-02,23,6,26,14,11,AHL,73,Rochester Americans,20
2004-05,26,6,63,10,0,Sweden,44,Linkopings HC,16
2009-10,31,0,4,0,2,Olympics,4,Sweden,0
2012-13,34,1,18,2,7,WC-A,10,Sweden,3
2013-14,35,0,2,0,0,Internationa,3,Sweden (all),0
2013-14,35,0,2,0,0,Olympics,3,Sweden,0
2014-15,36,1,12,3,9,NLA,16,ZSC Lions,4
2014-15,36,0,0,1,1,AHL,4,Hartford Wolf Pack,1
2014-15,36,0,0,0,0,Swiss Cup,1,ZSC Lions,0
