assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Brandon Hockey Club,11,1901-02,10,11,8,20,0,MNWHA-Int
0,Brandon Elks,8,1902-03,6,8,0,21,0,MNWHA
3,Winnipeg Rowing Club,6,1903-04,6,9,10,22,0,WCAHA
0,Brandon Elks,11,1904-05,8,11,0,23,0,MHL
0,Portage Lakes,33,1905-06,20,33,98,24,0,IHL
0,Brandon Elks,14,1906-07,9,14,32,25,0,MHL-Pro
0,2 Teams,9,1907-08,8,9,17,26,0,ECAHA
0,Montreal AAA,5,1907-08,4,5,11,26,0,ECAHA
0,Montreal Shamrocks,4,1907-08,4,4,6,26,0,ECAHA
0,Edmonton Professionals,8,1908-09,1,8,6,27,0,APHL
0,Montreal Wanderers,10,1908-09,5,10,18,27,0,ECHA
1,Winnipeg Maple Leafs,2,1908-09,2,3,0,27,0,MHL-Pro
0,Montreal Shamrocks,7,1909-10,1,7,6,28,0,CHA
0,Montreal Shamrocks,8,1909-10,10,8,47,28,0,NHA
1,Quebec Bulldogs,0,1910-11,10,1,24,29,0,NHA
1,Quebec Bulldogs,15,1911-12,18,16,43,30,0,NHA
2,Quebec Bulldogs,6,1912-13,18,8,78,31,0,NHA
4,Quebec Bulldogs,13,1913-14,19,17,61,32,0,NHA
2,Quebec Bulldogs,3,1914-15,20,5,52,33,0,NHA
2,Quebec Bulldogs,1,1915-16,23,3,89,34,0,NHA
5,Quebec Bulldogs,6,1916-17,19,11,95,35,0,NHA
