pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Moose Jaw CPR,3,0,6,MJJHL,6,1934-35,17,3
6,Regina Capitals,2,0,7,S-SSHL,16,1935-36,18,5
8,New York Rovers,21,0,32,EAHL,47,1936-37,19,11
6,New York Rovers,22,0,50,EAHL,56,1937-38,20,28
38,New York Rovers,13,0,30,EAHL,53,1938-39,21,17
24,Philadelphia Ramblers,19,0,30,IAHL,52,1939-40,22,11
28,Philadelphia Ramblers,13,0,21,AHL,56,1940-41,23,8
20,Cornwall Flyers,7,0,16,QSHL,39,1941-42,24,9
0,Moose Jaw Victorias,5,0,8,SSHL,9,1943-44,26,3
4,Ottawa Commandos,2,0,2,QSHL,8,1943-44,26,0
26,Ottawa Senators,8,0,14,QSHL,18,1944-45,27,6
23,St. Paul Saints,19,0,23,USHL,53,1945-46,28,4
36,New Haven Ramblers,16,0,20,AHL,63,1946-47,29,4
4,St. Paul Saints,26,0,33,USHL,65,1947-48,30,7
14,St. Paul Saints,32,0,37,USHL,66,1948-49,31,5
32,St. Paul Saints,32,0,37,USHL,68,1949-50,32,5
8,St. Paul Saints,17,0,25,USHL,47,1950-51,33,8
14,New York Rovers,12,0,13,EAHL,27,1951-52,34,1
22,Seattle Bombers,15,0,22,WHL,61,1952-53,35,7
6,Seattle Bombers,5,0,5,WHL,34,1953-54,36,0
4,Nelson Maple Leafs,12,0,16,WIHL,18,1953-54,36,4
27,Johnstown Jets,18,0,21,EHL,36,1955-56,38,3
16,Johnstown Jets,23,0,29,EHL,46,1956-57,39,6
