age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0,0,4,0,NHL,0,0,1950-51,0,0,2,,0,9,,MTL,6
25,,0,0,1,0,NHL,0,0,1951-52,0,0,0,,0,4,,MTL,1
26,SC,0,0,2,0,NHL,0,0,1952-53,0,0,2,,0,4,,MTL,4
27,,0,0,1,0,NHL,11,0,1953-54,0,0,0,,0,19,,MTL,1
28,,0,0,4,0,NHL,0,0,1954-55,0,0,0,,0,21,,MTL,4
29,SC,0,0,0,0,NHL,0,0,1955-56,0,0,4,,0,8,,MTL,14
30,SC,0,0,0,0,NHL,0,0,1956-57,0,0,0,,0,13,,MTL,9
31,SC,0,0,3,0,NHL,9,0,1957-58,0,0,0,,0,0,,MTL,3
32,,0,0,2,0,NHL,0,0,1958-59,0,0,4,,0,13,,TOR,6
33,,10.3,0,4,-2,NHL,0,0,1959-60,0,29,3,,0,0,,TOR,7
34,,100.0,0,2,1,NHL,3,0,1960-61,0,1,1,,0,10,,TOR,3
35,SC,0.0,0,1,1,NHL,4,0,1961-62,0,7,0,,0,0,,TOR,1
