pim,team,assists,plus_minus,points,league,games_played,year,age,goals
26,Windsor Bulldogs,2,0,5,IHL,38,1932-33,20,3
36,Quebec Castors,3,0,9,Can-Am,40,1933-34,21,6
26,Detroit Olympics,0,0,0,IHL,25,1934-35,22,0
27,Syracuse Stars,17,0,34,IHL,43,1935-36,23,17
20,Syracuse Stars,17,0,26,IAHL,50,1936-37,24,9
14,Syracuse Stars,4,0,6,IAHL,25,1937-38,25,2
20,Cleveland Barons,12,0,19,IAHL,47,1938-39,26,7
26,Pittsburgh Hornets,11,0,14,IAHL,55,1939-40,27,3
28,Pittsburgh Hornets,14,0,32,AHL,56,1940-41,28,18
14,Pittsburgh Hornets,11,0,20,AHL,48,1941-42,29,9
2,Kingston Frontenacs,3,0,9,OHA-Sr.,16,1942-43,30,6
