pim,team,assists,plus_minus,points,league,games_played,year,age,goals
46,Vityaz Podolsk 2,8,0,17,Russia-3,26,1999-00,16,9
2,Vityaz Podolsk,0,1,0,Russia-2,3,1999-00,16,0
14,Vityaz Podolsk,1,0,1,Russia,24,2000-01,17,0
4,Russia,1,0,2,WJ18-A,6,2000-01,17,1
6,Vityaz Podolsk 2,1,0,4,Russia-3,4,2001-02,18,3
94,Vityaz Podolsk,7,0,22,Russia-2,49,2001-02,18,15
204,Moncton Wildcats,27,6,40,QMJHL,53,2002-03,19,13
10,Russia,0,0,1,WJC-A,6,2002-03,19,1
111,Hershey Bears,3,-1,6,AHL,36,2003-04,20,3
14,Pensacola Ice Pilots,0,-1,1,ECHL,6,2003-04,20,1
142,Springfield Falcons,19,1,28,AHL,62,2004-05,21,9
4,Springfield Falcons,1,-2,3,AHL,4,2005-06,22,2
183,Lokomotiv Yaroslavl,8,0,13,Russia,44,2006-07,23,5
139,2 Teams,7,0,13,Russia,42,2007-08,24,6
40,Avangard Omsk,2,0,5,Russia,19,2007-08,24,3
99,CSKA Moscow,5,0,8,Russia,23,2007-08,24,3
115,SKA St. Petersburg,5,6,9,KHL,26,2010-11,27,4
24,Russia,1,0,3,WC-A,9,2010-11,27,2
150,SKA St. Petersburg,7,8,23,KHL,47,2011-12,28,16
127,SKA St. Petersburg,1,0,2,KHL,30,2012-13,29,1
