year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,21,2,54,6,0,CzRep,44,HC Ceske Budejovice,8
1995-96,22,4,0,7,0,CzRep,40,HC Ceske Budejovice,11
1996-97,23,3,24,6,0,AHL,23,Worcester IceCats,9
1997-98,24,2,61,17,-1,AHL,54,Worcester IceCats,19
1998-99,25,0,18,0,2,AHL,6,Worcester IceCats,0
1998-99,25,3,57,9,0,CzRep,31,HC Slovnaft Vsetin,12
1999-00,26,6,69,17,0,CzRep,47,HC Slovnaft Viva Vsetin,23
2000-01,27,8,54,8,0,CzRep,51,HC Sparta Praha,16
2001-02,28,0,10,2,0,CzRep,7,HC Sparta Praha,2
2002-03,29,0,12,3,0,CzRep,7,HC CSOB Pojistovna Pardubice,3
2003-04,30,1,55,11,0,CzRep,40,HC Moeller Pardubice,12
