shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
11.1,3,2008-09,2,1,82,0,4,21,9,0,1,-1,1,TOR,1,1,25.0,22,0,NHL,0,1,16:19,3,5,1,2,[],0
4.4,79,2009-10,16,5,415,0,3,90,45,0,1,-2,5,TOR,2,11,55.4,23,0,NHL,1,10,13:22,46,31,98,7,[],0
0.0,10,2010-11,4,0,51,0,1,11,2,0,0,0,0,TOR,0,2,41.2,24,0,NHL,0,0,8:26,11,6,7,0,[],0
