assists,team,goals,year,games_played,points,pim,age,plus_minus,league
8,Tri-City Storm,11,2003-04,58,19,35,17,9,USHL
33,Tri-City Storm,19,2004-05,60,52,23,18,11,USHL
2,University of Notre Dame,1,2005-06,23,3,14,19,0,CCHA
2,University of Notre Dame,6,2006-07,33,8,24,20,0,CCHA
9,University of Notre Dame,13,2007-08,47,22,57,21,0,CCHA
15,University of Notre Dame,16,2008-09,37,31,28,22,0,CCHA
19,Toronto Marlies,12,2009-10,38,31,35,23,3,AHL
1,United States,0,2009-10,6,1,2,23,2,WC-A
21,Toronto Marlies,13,2010-11,58,34,51,24,-4,AHL
11,Hershey Bears,10,2011-12,52,21,42,25,5,AHL
17,Providence Bruins,12,2012-13,67,29,53,26,9,AHL
