average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,8,1,0,NHL,20,5,10,1,24,3,0,0,0,1988-89,NYI,3,5,[],12.5,,23
,7,1,0,NHL,21,5,4,-3,24,2,0,0,0,1989-90,NYI,2,5,[],8.3,,19
,10,2,0,NHL,22,5,24,-9,60,5,0,0,0,1990-91,NYI,5,5,[],8.3,,41
,17,2,2,NHL,23,10,28,-3,71,4,0,1,0,1991-92,NYI,6,11,[],8.5,,45
,27,1,3,NHL,24,16,34,-2,83,6,0,2,0,1992-93,NYI,9,18,[],10.8,,77
,32,1,3,NHL,25,10,54,-3,144,15,0,1,3,1993-94,FLA,18,14,[],12.5,,83
,16,0,0,NHL,26,13,31,-3,78,3,0,0,0,1994-95,FLA,3,13,[],3.8,,48
,34,2,6,NHL,27,20,75,-3,141,6,1,0,1,1995-96,FLA,13,21,"[{'link': '/awards/voting-1996.html#selke', 'name': 'Selke-9'}]",9.2,,82
,24,1,2,NHL,28,13,64,7,135,8,0,1,0,1996-97,FLA,10,14,"[{'link': '/awards/voting-1997.html#selke', 'name': 'Selke-19'}]",7.4,,71
,18,1,2,NHL,29,6,79,-4,119,10,0,0,0,1997-98,TOT,12,6,[],10.1,,80
,15,1,1,NHL,29,5,57,-4,105,9,0,0,0,1997-98,FLA,10,5,[],9.5,,69
,3,0,1,NHL,29,1,22,0,14,1,0,0,0,1997-98,COL,2,1,[],14.3,,11
17:17,32,1,0,NHL,30,15,48,-18,180,13,0,2,2,1998-99,NSH,13,19,[],7.2,1383,80
13:57,22,1,3,NHL,31,8,66,-18,119,10,0,1,0,1999-00,NSH,13,9,[],10.9,1144,82
14:58,18,2,2,NHL,32,7,71,-5,135,7,0,2,0,2000-01,NSH,9,9,[],6.7,1227,82
14:39,20,0,2,NHL,33,11,39,-7,125,6,0,1,0,2001-02,TOT,8,12,[],6.4,1142,78
14:15,16,0,1,NHL,33,8,33,-4,101,6,0,1,0,2001-02,NSH,7,9,[],6.9,898,63
16:16,4,0,1,NHL,33,3,6,-3,24,0,0,0,0,2001-02,CHI,1,3,[],4.2,244,15
12:07,17,0,0,NHL,34,13,57,10,89,4,0,0,0,2002-03,TOR,4,13,[],4.5,799,66
12:23,17,1,0,NHL,35,10,52,-2,81,6,1,0,0,2003-04,TOR,7,10,[],8.6,854,69
9:27,10,0,0,NHL,37,5,40,-10,50,4,0,1,0,2005-06,BOS,4,6,[],8.0,671,71
