bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,3.57,0,0,SJHL,0,20,0,0,0,0,0,0,119,0,1969-70,Regina Pats,0,0,0,0,34,2002
0,2,0,3.71,0,0,WCJHL,0,21,0,0,0,0,0,0,152,0,1970-71,Regina Pats,0,0,0,0,42,2457
0,4,0,2.70,0,0,EHL,0,22,0,0,0,0,0,0,73,0,1971-72,Charlotte Checkers,0,0,0,0,27,1620
0,1,0,2.00,0,0,AHL,0,22,0,0,0,0,0,0,6,0,1971-72,Cincinnati Swords,1,0,1,1,3,180
0,0,0,2.67,0,0,AHL,0,23,0,0,0,0,0,0,76,0,1972-73,Cincinnati Swords,0,0,0,0,31,1711
0,1,0,2.80,0,0,AHL,0,24,0,0,0,0,0,0,89,0,1973-74,Cincinnati Swords,11,0,3,19,34,1906
0,0,0,4.44,0,0,AHL,0,26,0,0,0,0,0,0,30,0,1975-76,Providence Reds,1,0,1,4,7,405
0,1,0,1.44,0,0,CHL,0,29,0,0,0,0,0,0,6,0,1978-79,Dallas Black Hawks,1,0,1,2,4,250
0,0,0,4.10,0,0,CHL,0,30,0,0,0,0,0,0,88,0,1979-80,Dallas Black Hawks,9,0,3,8,21,1289
0,0,0,3.78,0,0,CHL,0,31,0,0,0,0,0,0,8,0,1980-81,Dallas Black Hawks,1,0,0,1,2,127
0,3,0,3.50,0,0,AHL,0,32,0,0,0,0,0,0,148,0,1981-82,New Haven Nighthawks,17,0,3,22,44,2538
