year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1928-29,17,1,0,0,0,OCHL,2,Ottawa New Edinburghs,1
1930-31,19,3,6,2,0,Can-Am,7,Springfield Indians,5
1932-33,21,5,18,2,0,Can-Am,7,Boston Cubs,7
1933-34,22,0,4,0,0,IHL,6,Detroit Olympics,0
1935-36,24,0,0,0,0,Can-Am,3,Springfield Indians,0
1936-37,25,1,2,0,0,IAHL,5,Springfield Indians,1
1938-39,27,0,2,1,0,IAHL,3,Springfield Indians,1
1939-40,28,6,4,4,0,AHA,7,St. Paul Saints,10
1940-41,29,2,0,1,0,AHA,4,St. Paul Saints,3
1941-42,30,2,4,2,0,QSHL,8,Cornwall/Ottawa,4
