assists,team,goals,year,games_played,points,pim,age,plus_minus,league
63,Calgary Canucks,28,1980-81,56,91,104,17,0,AJHL
3,Calgary Wranglers,1,1980-81,12,4,6,17,0,WHL
44,Calgary Wranglers,13,1981-82,70,57,142,18,0,WHL
65,Calgary Wranglers,30,1982-83,71,95,101,19,0,WHL
20,New Haven Nighthawks,4,1983-84,54,24,49,20,0,AHL
0,Toledo Goaldiggers,0,1984-85,4,0,0,21,0,IHL
8,2 Teams,1,1984-85,31,9,16,21,0,AHL
1,New Haven Nighthawks,0,1984-85,4,1,0,21,0,AHL
7,Nova Scotia Oilers,1,1984-85,27,8,16,21,0,AHL
51,Mount Royal College,19,1985-86,24,70,84,22,0,ACAC
63,SV Bayreuth,24,1986-87,36,87,77,23,0,W.Ger-2
67,2 Teams,25,1987-88,44,92,71,24,0,W.Ger-2
29,SV Bayreuth,16,1987-88,22,45,51,24,0,W.Ger-2
38,EC Hedos Munchen,9,1987-88,22,47,20,24,0,W.Ger-2
22,Schwenninger ERC,10,1988-89,36,32,42,25,0,W.German
37,Schwenninger ERC,7,1989-90,36,44,26,26,0,W.German
32,SB DJK Rosenheim,7,1990-91,34,39,28,27,0,Germany
28,SB DJK Rosenheim,18,1991-92,43,46,18,28,0,Germany
1,Germany,0,1991-92,8,1,6,28,0,Olympics
0,Germany,3,1991-92,6,3,4,28,0,WC-A
27,Mannheimer ERC,10,1992-93,42,37,28,29,0,Germany
33,Mannheimer ERC,14,1993-94,44,47,28,30,0,Germany
25,Adler Mannheim,9,1994-95,37,34,36,31,0,Germany
24,Adler Mannheim,5,1995-96,49,29,26,32,0,Germany
0,Germany,1,1995-96,6,1,4,32,0,WC-A
1,Germany,0,1996-97,4,1,2,33,0,W-Cup
16,EV Landshut,4,1996-97,36,20,18,33,0,Germany
6,EV Landshut,2,1997-98,14,8,12,34,0,Germany
