age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,16.7,1,3,1,NHL,3,0,1982-83,0,6,1,,0,9,,PHI,4
25,,0.0,0,0,-4,NHL,3,0,1983-84,0,5,0,,0,2,,PHI,0
26,,15.0,1,5,-1,NHL,11,0,1984-85,0,20,3,,0,6,,PHI,8
27,,20.0,1,0,-4,NHL,5,0,1985-86,0,10,2,,1,2,,PHI,2
28,,14.3,1,3,1,NHL,15,1,1986-87,0,21,3,,1,14,,PHI,6
29,,15.4,1,6,5,NHL,7,0,1987-88,1,13,2,,1,4,,PHI,8
30,,22.2,4,5,5,NHL,19,2,1988-89,2,27,6,,0,16,,PHI,11
31,,22.2,6,5,1,NHL,18,0,1989-90,2,36,8,,2,8,,BOS,13
32,,0.0,0,9,3,NHL,16,0,1990-91,0,17,0,,0,20,,BOS,9
33,,12.5,2,3,2,NHL,15,0,1991-92,1,24,3,,1,22,,BOS,6
34,,16.7,0,1,-3,NHL,4,1,1992-93,0,6,1,,0,10,,BOS,2
35,,15.4,2,2,-3,NHL,11,0,1993-94,0,13,2,,0,19,,WSH,4
36,,0.0,0,0,-1,NHL,2,0,1994-95,0,3,0,,0,0,,WSH,0
