average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,4,0,0,NHL,20,3,12,2,12,1,0,0,0,1987-88,WIN,1,3,[],8.3,,13
,51,6,0,NHL,21,20,29,5,100,21,5,0,5,1988-89,WIN,26,25,[],26.0,,56
,74,3,0,NHL,22,33,83,2,132,18,14,1,8,1989-90,WIN,32,42,[],24.2,,0
,65,4,0,NHL,23,19,73,-13,150,15,16,0,15,1990-91,WIN,31,34,[],20.7,,80
,50,1,0,NHL,24,20,65,-2,127,16,9,0,5,1991-92,WIN,25,25,[],19.7,,60
,57,1,0,NHL,25,24,66,3,121,14,8,1,10,1992-93,WSH,22,35,[],18.2,,80
,28,1,1,NHL,26,12,64,-21,111,8,4,0,3,1993-94,TOT,13,15,[],11.7,,67
,2,0,0,NHL,26,1,0,-3,8,0,1,0,0,1993-94,WSH,1,1,[],12.5,,4
,26,1,1,NHL,26,11,64,-18,103,8,3,0,3,1993-94,TBL,12,14,[],11.7,,63
,10,0,0,NHL,27,4,51,-11,58,3,0,0,3,1994-95,OTT,3,7,[],5.2,,41
,3,0,0,NHL,28,2,16,2,27,1,0,0,0,1995-96,OTT,1,2,[],3.7,,29
