assists,year,games_played,points,goals,team,age,pim,plus_minus,league
36,1990-91,39,58,22,Wexford Raiders,16,141,0,MTHL
11,1991-92,62,17,6,Belleville Bulls,17,123,0,OHL
37,1992-93,65,56,19,Belleville Bulls,18,143,0,OHL
24,1993-94,62,37,13,Belleville Bulls,19,143,0,OHL
12,1994-95,29,19,7,Belleville Bulls,20,71,0,OHL
4,1995-96,11,8,4,St. Mary\'s Huskies,21,54,0,AUAA
10,1996-97,18,13,3,St. Mary\'s Huskies,22,138,0,AUAA
11,1997-98,25,15,4,St. Mary\'s Huskies,23,227,0,AUAA
11,1998-99,55,15,4,Michigan K-Wings,24,227,0,IHL
6,1999-00,62,10,4,2 Teams,25,253,0,IHL
2,1999-00,17,2,0,Detroit Vipers,25,69,0,IHL
4,1999-00,45,8,4,Manitoba Moose,25,184,0,IHL
0,2000-01,1,0,0,Manchester Storm,26,0,0,BH-Cup
6,2000-01,15,7,1,Manchester Storm,26,51,0,Britain
10,2000-01,49,13,3,Saint John Flames,26,167,0,AHL
8,2001-02,36,13,5,St. John\'s Maple Leafs,27,166,0,AHL
10,2002-03,70,25,15,St. John\'s Maple Leafs,28,257,-10,AHL
0,2003-04,22,1,1,Providence Bruins,29,98,-7,AHL
1,2004-05,40,2,1,Utah Grizzlies,30,232,-11,AHL
4,2005-06,47,6,2,2 Teams,31,201,-1,AHL
2,2005-06,26,3,1,San Antonio Rampage,31,84,1,AHL
2,2005-06,21,3,1,Hershey Bears,31,117,-2,AHL
