league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,4,0,20,2,0,0,,QUE,[],0.0,0,0,2,0,0,1991-92,,0,14,0,0
NHL,12,0,21,2,1,0,,QUE,[],0.0,0,1,-6,0,0,1992-93,,0,13,0,1
NHL,60,0,22,48,17,4,,QUE,[],10.4,3,12,0,5,0,1993-94,,2,148,0,8
NHL,28,0,23,33,6,0,,TOT,[],3.0,1,5,-1,1,0,1994-95,,0,91,0,5
NHL,2,0,23,1,0,0,,QUE,[],0.0,0,0,-1,0,0,1994-95,,0,0,0,0
NHL,26,0,23,32,6,0,,MDA,[],3.1,1,5,0,1,0,1994-95,,0,91,0,5
NHL,72,1,24,62,19,3,,MDA,[],4.8,2,16,-3,3,1,1995-96,,0,270,1,12
NHL,69,1,25,90,13,1,,MDA,[],2.2,2,11,11,2,0,1996-97,,0,210,0,10
NHL,78,0,26,64,12,1,,MDA,[],1.6,1,11,-3,1,0,1997-98,,0,217,1,9
NHL,33,0,27,21,2,1,558,CAR,[],0.0,0,2,1,0,0,1998-99,16:55,0,55,0,1
NHL,27,0,28,24,5,0,469,CAR,[],4.2,1,4,9,1,0,1999-00,17:21,0,52,0,4
NHL,80,0,29,69,10,1,1601,CAR,[],5.8,2,6,-19,4,0,2000-01,20:01,2,159,0,5
NHL,75,1,30,53,11,0,1267,NYR,[],1.9,1,10,-9,1,0,2001-02,16:54,0,131,1,9
NHL,19,0,31,13,2,0,277,NYR,[],0.0,0,2,-1,0,0,2002-03,14:35,0,14,0,2
