year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1988-89,17,16,0,37,0,SJHL,41,Notre Dame Hounds,53
1989-90,18,9,271,19,0,SJHL,43,Notre Dame Hounds,28
1990-91,19,6,109,19,0,CCHA,41,Ferris State Bulldogs,25
1991-92,20,7,124,12,0,CCHA,34,Ferris State Bulldogs,19
1991-92,20,0,4,0,0,AHL,2,Halifax Citadels,0
1992-93,21,4,167,27,0,AHL,71,Halifax Citadels,31
1993-94,22,0,0,0,0,AHL,1,Cornwall Aces,0
1994-95,23,0,19,2,0,AHL,6,Cornwall Aces,2
1999-00,28,1,147,8,3,IHL,39,Cincinnati Cyclones,9
2002-03,31,0,70,7,-4,AHL,34,Hartford Wolf Pack,7
2003-04,32,3,43,8,2,AHL,29,Wilkes-Barre Penguins,11
2003-04,32,0,68,1,0,Russia,12,Amur Khabarovsk,1
2004-05,33,2,65,10,3,ECHL,20,San Diego Gulls,12
2004-05,33,0,6,0,-2,AHL,5,Syracuse Crunch,0
2005-06,34,0,44,4,0,AHL,22,Bridgeport Sound Tigers,4
