age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,28.6,0,3,-4,NHL,6,1,1990-91,0,7,2,,1,0,,VAN,5
25,,10.0,1,3,3,NHL,13,0,1991-92,1,20,2,,1,4,,VAN,5
26,,0.0,0,5,4,NHL,12,0,1992-93,0,25,0,,0,6,,VAN,5
27,,3.8,0,11,8,NHL,0,0,1993-94,1,53,2,,2,16,,VAN,13
28,,8.7,1,6,0,NHL,11,0,1994-95,0,23,2,,1,8,,VAN,8
29,,7.7,0,3,-1,NHL,6,0,1995-96,0,13,1,,1,2,,VAN,4
32,,0.0,0,1,-2,NHL,7,0,1998-99,0,8,0,26:57,0,6,189,PHX,1
33,,0.0,0,1,-2,NHL,5,0,1999-00,0,9,0,28:13,0,2,141,PHX,1
35,,0.0,0,0,-2,NHL,14,0,2001-02,0,9,0,20:09,0,4,282,TOR,0
36,,0.0,0,2,4,NHL,7,0,2002-03,0,7,0,20:17,0,4,142,TOR,2
