pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Port Arthur Bruins,6,0,23,TBJHL,10,1944-45,15,17
0,Port Arthur Bruins,9,0,19,TBJHL,6,1945-46,16,10
4,Oshawa Generals,29,0,53,OHA-Jr.,28,1946-47,17,24
0,Oshawa Generals,0,0,0,OHA-Jr.,1,1947-48,18,0
14,Pittsburgh Hornets,16,0,38,AHL,47,1948-49,19,22
22,Cleveland Barons,24,0,41,AHL,47,1949-50,20,17
11,Cleveland Barons,27,0,48,AHL,52,1950-51,21,21
0,Cleveland Barons,1,0,4,AHL,14,1951-52,22,3
18,Seattle Ironmen,15,0,28,PCHL,44,1951-52,22,13
12,Cleveland Barons,35,0,58,AHL,64,1952-53,23,23
9,Cleveland Barons,22,0,36,AHL,57,1953-54,24,14
2,Providence Reds,10,0,14,AHL,22,1954-55,25,4
0,Montreal Royals,0,0,0,QHL,3,1954-55,25,0
2,Victoria Cougars,4,0,5,WHL,21,1955-56,26,1
4,Sault Ste. Marie Indians,20,0,29,NOHA,43,1956-57,27,9
