year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1988-89,15,13,78,39,0,Minor-ON,58,Hamilton Huskies,52
1989-90,16,9,66,27,0,ON-Jr.B,40,Hamilton Kilty B\'s,36
1990-91,17,17,115,29,0,OHL,66,Niagara Falls Thunder,46
1991-92,18,11,122,42,0,OHL,65,Niagara Falls Thunder,53
1992-93,19,17,97,58,0,OHL,65,2 Teams,75
1992-93,19,4,30,14,0,OHL,12,Niagara Falls Thunder,18
1992-93,19,13,67,44,0,OHL,53,Sudbury Wolves,57
1993-94,20,3,42,9,0,IHL,38,Peoria Rivermen,12
1994-95,21,3,64,13,0,IHL,60,Peoria Rivermen,16
1995-96,22,0,14,1,0,IHL,6,Peoria Rivermen,1
1995-96,22,2,122,15,0,AHL,64,2 Teams,17
1995-96,22,1,114,11,0,AHL,57,Worcester IceCats,12
1995-96,22,1,8,4,0,AHL,7,Providence Bruins,5
2001-02,28,1,4,0,4,WC-A,6,Canada,1
2002-03,29,0,4,3,4,WC-A,9,Canada,3
2003-04,30,1,6,1,1,WC-A,9,Canada,2
2004-05,31,2,12,1,0,Sweden,7,Lulea HF,3
2007-08,34,0,2,0,9,WC-A,9,Canada,0
