giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
8,NHL,16,0,20,0,25,12,3,43,0,267,BUF,0,0,[],0.0,0,3,12,0,0,0,2007-08,10,16:41,0,14,0,3
5,NHL,7,0,21,0,3,2,0,16,0,99,BUF,0,0,[],0.0,0,0,-3,0,0,0,2008-09,8,14:10,0,19,0,0
34,NHL,58,0,23,0,122,53,17,158,0,980,BUF,14,0,[],7.5,4,13,13,4,0,0,2010-11,99,16:54,0,69,0,13
34,NHL,51,0,24,0,122,51,5,123,0,947,BUF,14,0,[],2.0,1,4,-19,1,0,0,2011-12,90,18:35,0,64,0,4
25,NHL,42,0,25,0,59,25,7,122,0,771,BUF,5,0,[],4.0,1,6,3,1,0,0,2012-13,92,18:22,0,70,1,5
35,NHL,68,0,26,0,135,47,9,208,0,1212,BUF,11,0,[],2.1,1,8,-29,1,0,0,2013-14,161,17:49,0,73,1,7
40,NHL,64,0,27,0,113,41,7,172,0,1200,BUF,10,0,[],2.4,1,6,-22,1,0,0,2014-15,168,18:45,0,68,1,5
22,NHL,45,0,28,0,77,40,5,108,0,697,TOT,2,0,[],2.5,1,4,2,1,0,0,2015-16,61,15:29,0,60,0,4
18,NHL,35,0,28,0,55,28,5,73,0,557,BUF,1,0,[],3.6,1,4,3,1,0,0,2015-16,36,15:55,0,32,0,4
4,NHL,10,0,28,0,22,12,0,35,0,140,WSH,1,0,[],0.0,0,0,-1,0,0,0,2015-16,25,13:59,0,28,0,0
