even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,CGY,0,2,24,0,,NHL,0,0,,1994-95,1,0,,0,0,0
0,0,PIT,0,0,28,0,5,NHL,0,1,2:17,1998-99,2,0.0,,0,0,0
