pim,team,assists,plus_minus,points,league,games_played,year,age,goals
32,South St. Paul High School,15,0,21,High-MN,26,2007-08,15,6
20,U.S. National Team Development Program,9,-1,12,NAHL,38,2008-09,16,3
35,U.S. National Team Development Program,9,0,16,U-17,17,2008-09,16,7
0,U.S. National Team Development Program,0,0,0,U-18,1,2008-09,16,0
46,U.S. National Team Development Program,3,6,12,USHL,21,2009-10,17,9
20,U.S. National Team Development Program,9,0,21,U-18,39,2009-10,17,12
6,United States,3,8,4,WJ18-A,7,2009-10,17,1
47,U. of Minnesota-Duluth,25,0,33,WCHA,39,2010-11,18,8
0,United States,3,2,4,WJC-A,6,2010-11,18,1
2,United States,4,9,8,WC-A,8,2011-12,19,4
11,Charlotte Checkers,4,-3,6,AHL,12,2011-12,19,2
16,Charlotte Checkers,19,2,24,AHL,31,2012-13,20,5
2,United States,6,1,6,WC-A,10,2012-13,20,0
0,United States,0,-1,0,Olympics,2,2013-14,21,0
4,USA,3,5,3,WC,10,2014-15,22,0
