game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-2,7,0,15,1,1995-96,1,0,1,0,,NHL,14.3,0,19,28,[],2,1,,WIN
0,-4,1,0,4,1,1997-98,1,0,0,0,,NHL,0.0,0,21,12,[],1,0,,PHX
0,2,0,0,9,1,1998-99,1,0,0,0,5:08,NHL,0,0,22,10,[],1,0,46,PHX
0,-2,3,0,7,1,1999-00,1,0,0,0,8:50,NHL,0.0,0,23,22,[],1,0,62,NYR
0,0,1,0,3,0,2000-01,0,0,0,0,6:35,NHL,0.0,0,24,0,[],0,0,20,NYR
1,-3,41,0,55,5,2002-03,5,0,3,0,14:11,NHL,7.3,0,26,108,[],8,3,780,WSH
0,-12,59,0,65,9,2003-04,9,0,2,0,19:09,NHL,3.4,0,27,105,[],11,2,1244,WSH
