assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Saskatoon Blades,0,1967-68,7,1,2,16,0,WCJHL
0,Saskatoon Blades,0,1968-69,4,0,0,17,0,WCJHL
3,Saskatoon Blades,2,1969-70,7,5,8,18,0,WCJHL
4,Saskatoon Blades,1,1970-71,5,5,2,19,0,WCJHL
9,Cincinnati Swords,2,1972-73,15,11,14,21,0,AHL
4,Cincinnati Swords,0,1973-74,5,4,4,22,0,AHL
