shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1973-74,0,1,,0,4,1,0,-1,2,BUF,0,22,0,NHL,0,,6,2,[],0
2.8,1974-75,68,23,,2,107,1,2,47,26,BUF,3,23,0,NHL,0,,76,29,[],1
5.1,1975-76,48,19,,0,117,2,6,39,21,BUF,6,24,0,NHL,0,,0,27,[],0
5.7,1976-77,56,17,,0,106,3,6,39,20,BUF,6,25,1,NHL,0,,79,26,[],0
5.1,1977-78,30,18,,0,78,0,4,36,18,BUF,4,26,0,NHL,0,,76,22,[],0
5.7,1978-79,20,7,,0,53,1,2,-4,8,BUF,3,27,1,NHL,1,,40,11,[],0
6.3,1979-80,24,12,,0,63,0,3,36,12,BUF,4,28,0,NHL,1,,75,16,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-11'}]",0
3.4,1980-81,42,18,,1,58,0,2,38,19,BUF,2,29,0,NHL,0,,68,21,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-17'}, {'link': '/awards/voting-1981.html#norris', 'name': 'Norris-15'}]",0
3.4,1981-82,44,9,,0,58,0,2,11,9,BUF,2,30,0,NHL,0,,65,11,[],0
5.8,1982-83,26,12,,0,52,0,3,6,12,BUF,3,31,1,NHL,0,,72,15,[],0
5.7,1983-84,32,23,,1,53,0,2,25,24,BUF,3,32,0,NHL,1,,79,27,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-1984.html#byng', 'name': 'Byng-13'}]",0
9.4,1984-85,14,13,,0,53,0,3,32,13,BUF,5,33,0,NHL,1,,57,18,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-17'}]",1
2.4,1985-86,25,14,,1,42,1,1,17,16,BUF,1,34,0,NHL,0,,58,17,[],0
0.0,1986-87,4,2,,0,11,0,0,0,2,BUF,0,35,0,NHL,0,,23,2,[],0
