assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1947-48,12,21,15,Laval Nationale,19,6,0,QJHL
5,1947-48,8,10,5,Laval Nationale,19,6,0,M-Cup
11,1948-49,9,13,2,Laval Nationale,20,14,0,QJHL
4,1948-49,8,4,0,Montreal Royals,20,2,0,QSHL
2,1949-50,6,4,2,Montreal Royals,21,4,0,QSHL
3,1950-51,7,3,0,Montreal Royals,22,2,0,QMHL
1,1951-52,7,2,1,Montreal Royals,23,0,0,QMHL
10,1952-53,16,13,3,Montreal Royals,24,4,0,QMHL
4,1953-54,11,8,4,Montreal Royals,25,0,0,QHL
5,1954-55,11,10,5,Shawinigan Cataracts,26,4,0,QHL
2,1954-55,6,2,0,Shawinigan Cataractes,26,0,0,Ed-Cup
3,1955-56,11,10,7,Shawinigan Cataracts,27,0,0,QHL
7,1957-58,14,11,4,Shawinigan Cataracts,29,6,0,QHL
1,1958-59,8,7,6,Trois-Rivieres Lions,30,0,0,QHL
