assists,year,games_played,points,goals,team,age,pim,plus_minus,league
27,1947-48,32,48,21,Laval Nationale,19,26,0,QJHL
34,1948-49,48,75,41,Laval Nationale,20,57,0,QJHL
0,1948-49,3,0,0,Montreal Royals,20,0,0,QSHL
34,1949-50,59,55,21,Montreal Royals,21,49,0,QSHL
26,1950-51,51,50,24,Montreal Royals,22,30,0,QMHL
23,1951-52,57,42,19,Montreal Royals,23,33,0,QMHL
22,1952-53,45,35,13,Montreal Royals,24,18,0,QMHL
26,1953-54,66,37,11,Montreal Royals,25,31,0,QHL
30,1954-55,61,61,31,Shawinigan Cataracts,26,10,0,QHL
23,1955-56,62,37,14,Shawinigan Cataracts,27,35,0,QHL
29,1956-57,68,49,20,Shawinigan Cataracts,28,18,0,QHL
24,1957-58,58,38,14,Shawinigan Cataracts,29,12,0,QHL
24,1958-59,60,41,17,Trois-Rivieres Lions,30,12,0,QHL
28,1959-60,56,41,13,Trois-Rivieres Lions,31,6,0,EPHL
