goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.1,0,NHL,17,PHI,922,21,8,82,1,40,0,8.88,2,1,7,1,0,0,0,.908,1991-92,437,2.60,2,[],397
4.6,0,NHL,34,PHI,1769,22,11,103,2,111,0,-3.62,5,1,13,2,0,0,0,.881,1992-93,933,3.76,11,[],822
9.7,0,NHL,60,PHI,3285,23,20,99,1,183,0,1.88,5,1,29,1,0,0,0,.896,1993-94,1762,3.34,4,[],1579
3.3,0,NHL,19,PHI,1075,24,7,87,0,42,0,6.32,0,1,11,0,0,0,0,.914,1994-95,486,2.34,6,[],444
1.1,0,NHL,16,TOT,741,25,5,0,0,38,0,0,2,1,4,0,0,0,0,.878,1995-96,312,3.08,2,[],274
0.6,0,NHL,9,PHI,456,25,3,0,0,22,0,0,2,1,2,0,0,0,0,.876,1995-96,178,2.89,0,[],156
0.5,0,NHL,7,WIN,285,25,2,0,0,16,0,0,0,0,2,0,0,0,0,.881,1995-96,134,3.37,2,[],118
3.6,0,NHL,18,MDA,884,28,5,84,0,37,0,7.08,4,1,4,0,0,0,0,.923,1998-99,478,2.51,0,[],441
1.7,0,NHL,20,MDA,988,29,5,122,0,52,0,-9.45,3,1,6,0,0,0,0,.883,1999-00,445,3.16,6,[],393
1.8,0,NHL,21,TOT,1001,30,9,121,0,52,0,-8.86,2,0,3,0,0,0,0,.883,2000-01,446,3.12,2,[],394
1.5,0,NHL,13,MDA,653,30,5,0,0,31,0,0,2,0,2,0,0,0,0,.895,2000-01,295,2.85,0,[],264
0.2,0,NHL,8,EDM,348,30,4,0,0,21,0,0,0,0,1,0,0,0,0,.861,2000-01,151,3.62,2,[],130
