assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Quebec Citadelles,0,1949-50,1,0,0,17,0,QJHL
23,Quebec Citadelles,25,1950-51,46,48,26,18,0,QJHL
59,Quebec Citadelles,55,1951-52,50,114,59,19,0,QJHL
30,Quebec Citadelles,46,1952-53,46,76,43,20,0,QJHL
18,Quebec Aces,20,1954-55,37,38,2,22,0,QHL
41,Providence Reds,50,1955-56,59,91,8,23,0,AHL
16,Providence Reds,31,1956-57,29,47,8,24,0,AHL
22,St. Louis Braves,14,1965-66,37,36,4,33,0,CPHL
10,Buffalo Bisons,9,1967-68,22,19,0,35,0,AHL
7,Kansas City Blues,5,1969-70,15,12,4,37,0,CHL
