giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,51,0,26,0,0,76,16,0,10,977,TOT,0,0,[],1.3,0,15,-10,1,0,1,1999-00,0,19:09,0,10,0,5
0,NHL,37,0,26,0,0,41,9,0,6,631,LAK,0,0,[],0.0,0,9,3,0,0,0,1999-00,0,17:04,0,4,0,3
0,NHL,14,0,26,0,0,35,7,0,4,345,ATL,0,0,[],2.9,0,6,-13,1,0,1,1999-00,0,24:39,0,6,0,2
0,NHL,51,1,27,0,0,99,15,0,4,1136,ATL,0,0,[],4.0,3,11,11,4,0,0,2000-01,0,22:17,1,18,1,6
0,NHL,61,0,28,0,0,82,25,0,9,1316,ATL,0,0,[],6.1,4,20,-11,5,0,0,2001-02,0,21:35,1,24,0,11
0,NHL,79,2,29,0,0,105,26,0,7,1734,ATL,0,0,[],6.7,3,19,-19,7,0,1,2002-03,0,21:57,3,32,0,12
0,NHL,67,1,30,0,0,94,29,0,16,1563,ATL,0,0,[],3.2,1,26,2,3,0,0,2003-04,0,23:20,2,30,0,10
0,NHL,77,3,32,0,0,126,44,0,16,1510,CAR,0,0,[],4.8,5,38,8,6,0,0,2005-06,0,19:37,1,46,1,21
0,NHL,27,1,33,0,0,33,8,0,2,419,CAR,0,0,[],6.1,1,6,8,2,0,0,2006-07,0,15:32,1,20,0,4
17,NHL,80,0,34,0,186,89,22,28,10,1372,CAR,26,0,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-83'}]",0.0,0,22,-4,0,0,0,2007-08,82,17:09,0,30,0,12
8,NHL,30,0,35,0,74,28,8,16,2,422,CAR,7,0,[],3.6,0,7,-4,1,0,0,2008-09,34,14:03,1,8,0,5
