pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Pembroke Lumber Kings,0,0,5,UOVHL,4,1939-40,13,5
0,Pembroke Maple Leafs,1,0,7,UOVHL,5,1941-42,15,6
0,Pembroke All-Stars,0,0,4,UOVHL,3,1942-43,16,4
0,Pembroke All-Stars,4,0,11,UOVHL,5,1943-44,17,7
2,Pembroke Lumber Kings,6,0,12,UOVHL,3,1945-46,19,6
4,Pembroke Lumber Kings,12,0,19,Al-Cup,9,1945-46,19,7
5,New York Rovers,1,0,2,EAHL,9,1946-47,20,1
4,New York Rovers,4,0,5,QSHL,3,1947-48,21,1
0,Tacoma Rockets,1,0,1,PCHL,4,1948-49,22,0
6,Pembroke Lumber Kings,7,0,16,UOVHL,11,1951-52,25,9
10,Pembroke Lumber Kings,3,0,12,Al-Cup,13,1951-52,25,9
0,Pembroke Lumber Kings,1,0,1,UOVHL,1,1952-53,26,0
4,Pembroke Lumber Kings,1,0,1,UOVHL,6,1954-55,28,0
0,Petawawa Army,3,0,3,UOVHL,4,1955-56,29,0
0,Deep River Diggers,4,0,12,UOVHL,7,1958-59,32,8
2,Pembroke Cleaners,1,0,2,UOVHL,2,1959-60,33,1
