average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,28,0,0,NHL,27,0,22,0,0,0,0,0,0,1918-19,MTL,22,6,[],0,,17
,24,0,0,NHL,28,0,30,0,0,0,0,0,0,1919-20,MTL,20,4,[],0,,21
,12,0,0,NHL,29,0,8,0,0,0,0,0,0,1920-21,MTL,6,6,[],0,,21
,24,0,0,NHL,30,0,26,0,0,0,0,0,0,1921-22,MTL,21,3,[],0,,0
,25,0,0,NHL,31,0,18,0,0,0,0,0,0,1922-23,MTL,19,6,[],0,,0
,7,0,0,NHL,32,0,16,0,0,0,0,0,0,1923-24,MTL,2,5,[],0,,22
,6,0,0,NHL,33,0,14,0,0,0,0,0,0,1924-25,MTL,3,3,[],0,,30
,3,0,0,NHL,34,0,4,0,0,0,0,0,0,1925-26,PTP,2,1,[],0,,17
,0,0,0,NHL,35,0,0,0,0,0,0,0,0,1926-27,PTP,0,0,[],0,,3
,0,0,0,NHL,36,0,4,0,0,0,0,0,0,1927-28,PTP,0,0,[],0,,2
