year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,17,8,18,15,0,High-MA,31,Lawrence Academy,23
1995-96,18,22,24,28,0,High-MN,35,Shattuck-St. Mary\'s,50
1996-97,19,9,14,12,0,CCHA,35,Bowling Green University,21
1997-98,20,23,34,31,-6,QMJHL,60,Hull Olympiques,54
1998-99,21,7,44,20,-8,AHL,53,Beast of New Haven,27
1999-00,22,9,64,17,-6,AHL,76,Louisville Panthers,26
2000-01,23,5,85,13,-22,AHL,64,Louisville Panthers,18
2001-02,24,16,55,23,-32,AHL,75,Wilkes-Barre Scranton Pens,39
2002-03,25,11,64,21,0,AHL,70,Rochester Americans,32
2003-04,26,21,80,22,0,Germany,52,Frankfurt Lions,43
2004-05,27,10,102,26,0,Germany,51,Frankfurt Lions,36
2005-06,28,12,88,24,0,Germany,52,Adler Mannheim,36
2006-07,29,7,96,21,-1,AHL,72,2 Teams,28
2006-07,29,5,74,16,-9,AHL,50,Houston Aeros,21
2006-07,29,2,22,5,8,AHL,22,Wilkes-Barre Penguins,7
2007-08,30,10,111,26,0,Germany,54,DEG Metro Stars Dusseldorf,36
2008-09,31,5,54,16,0,Germany,47,DEG Metro Stars Dusseldorf,21
2009-10,32,9,48,23,0,Germany,56,Hamburg Freezers,32
2010-11,33,0,4,0,0,Swiss,1,Rapperswil-Jona Lakers,0
