average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,22,0,0,0,0,0,0,0,0,1935-36,BOS,0,0,[],0,,8
,5,0,0,NHL,25,0,18,0,0,0,0,0,0,1938-39,TOT,1,4,[],0,,22
,4,0,0,NHL,25,0,16,0,0,0,0,0,0,1938-39,CBH,1,3,[],0,,17
,1,0,0,NHL,25,0,2,0,0,0,0,0,0,1938-39,DET,0,1,[],0,,5
