average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
8:01,98,10,3,0,13,NHL,21,5,2,226,-4,63,33.3,5,4,0,0,0,12,2007-08,CBJ,5,135,5,9,7.9,601,75,[]
8:54,132,14,0,0,13,NHL,22,9,0,180,-6,73,0.0,3,4,1,0,1,19,2008-09,CBJ,4,153,10,7,5.5,667,75,[]
7:12,86,7,0,0,12,NHL,23,3,0,149,-8,56,0.0,4,3,0,0,0,10,2009-10,CBJ,4,123,3,2,7.1,490,68,[]
7:40,108,12,2,0,18,NHL,24,5,0,182,-2,66,0.0,7,6,0,0,0,14,2010-11,CBJ,7,144,5,8,10.6,560,73,[]
8:07,65,3,0,0,10,NHL,25,1,3,126,-8,35,60.0,2,2,0,0,0,7,2011-12,CBJ,2,96,1,3,5.7,438,54,[]
8:05,39,6,0,0,7,NHL,26,4,4,100,1,19,44.4,2,5,0,0,0,1,2012-13,CBJ,2,80,4,6,10.5,348,43,[]
7:38,23,2,0,0,9,NHL,27,1,0,62,-6,12,0.0,1,1,0,0,0,1,2013-14,CBJ,1,52,1,0,8.3,214,28,[]
7:16,55,5,0,0,17,NHL,28,4,0,109,-13,28,0.0,1,2,0,0,0,5,2014-15,CBJ,1,131,4,7,3.6,524,72,[]
6:39,22,3,0,0,15,NHL,29,2,2,61,-3,11,100.0,1,0,0,0,0,3,2015-16,CBJ,1,53,2,0,9.1,200,30,[]
5:49,26,3,0,0,14,NHL,30,3,0,87,-3,13,0.0,0,1,0,0,0,2,2016-17,ANA,0,68,3,5,0.0,297,51,[]
