assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Toronto Young Rangers,0,1938-39,9,0,6,17,0,OHA-Jr.
1,Upper Canada College,2,1938-39,6,3,2,17,0,OHA-B
3,Toronto Young Rangers,4,1939-40,20,7,18,18,0,OHA-Jr.
0,Toronto Young Rangers,5,1940-41,15,5,8,19,0,OHA-Jr.
4,Toronto Marlboros,2,1941-42,28,6,10,20,0,OHA-Jr.
0,Toronto Kodaks,4,1941-42,5,4,0,20,0,TMHL
5,Toronto RCAF,2,1942-43,10,7,19,21,0,OHA-Sr.
1,Toronto RCAF,6,1943-44,7,7,6,22,0,OHA-Sr.
2,Boston Olympics,1,1944-45,3,3,4,23,0,EAHL
1,Toronto RCAF,2,1944-45,2,3,0,23,0,TNDHL
19,Hershey Bears,4,1952-53,61,23,49,31,0,AHL
25,Hershey Bears,7,1953-54,69,32,85,32,0,AHL
14,Hershey Bears,4,1954-55,59,18,61,33,0,AHL
3,Hershey Bears,0,1955-56,9,3,8,34,0,AHL
