pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kamloops Blazers,1,0,2,WHL,11,1992-93,16,1
33,Kamloops Blazers,14,0,17,WHL,19,1993-94,17,3
4,Kamloops Blazers,2,0,2,M-Cup,4,1993-94,17,0
16,Kamloops Blazers,13,0,17,WHL,21,1994-95,18,4
6,Kamloops Blazers,6,0,6,M-Cup,4,1994-95,18,0
26,Kamloops Blazers,9,-5,10,WHL,16,1995-96,19,1
10,Portland Pirates,4,0,5,AHL,10,1997-98,21,1
10,Portland Pirates,2,-4,3,AHL,4,1999-00,23,1
11,Norfolk Admirals,3,0,5,AHL,9,2000-01,24,2
2,Norfolk Admirals,1,2,1,AHL,4,2001-02,25,0
4,Manitoba Moose,0,0,0,AHL,1,2002-03,26,0
10,Manitoba Moose,4,-1,4,AHL,14,2004-05,28,0
4,Manitoba Moose,1,-1,1,AHL,3,2007-08,31,0
22,Manitoba Moose,5,0,5,AHL,22,2008-09,32,0
10,Manitoba Moose,3,2,3,AHL,14,2010-11,34,0
2,Chicago Wolves,2,3,2,AHL,5,2011-12,35,0
