assists,team,goals,year,games_played,points,pim,age,plus_minus,league
72,Smithers A\'s,59,1997-98,59,131,59,15,0,Minor-BC
3,Prince George Cougars,1,1998-99,56,4,45,16,-6,WHL
23,Prince George Cougars,10,1999-00,70,33,140,17,4,WHL
47,Prince George Cougars,13,2000-01,62,60,125,18,-15,WHL
1,Canada,0,2000-01,7,1,8,18,2,WJC-A
50,Prince George Cougars,10,2001-02,59,60,135,19,10,WHL
3,Canada,0,2001-02,6,3,8,19,8,WJC-A
21,Milwaukee Admirals,6,2002-03,68,27,81,20,-3,AHL
38,Milwaukee Admirals,13,2004-05,76,51,85,22,10,AHL
4,Canada,1,2005-06,9,5,10,23,3,WC-A
2,Canada,1,2006-07,9,3,2,24,4,WC-A
1,Canada,1,2007-08,9,2,8,25,6,WC-A
2,Canada,2,2008-09,9,4,16,26,7,WC-A
1,Canada,0,2012-13,3,1,2,30,2,WC-A
0,Canada,0,2013-14,5,0,0,31,1,Olympics
6,Canada,0,2014-15,10,6,8,32,9,WC
