pim,team,assists,plus_minus,points,league,games_played,year,age,goals
49,River City Lancers,3,3,6,USHL,25,2002-03,15,3
66,U.S. National Team Development Program,12,0,26,U-17,32,2003-04,16,14
87,U.S. National Team Development Program,7,0,18,NAHL,26,2003-04,16,11
20,United States,2,0,2,WJ18-A,6,2003-04,16,0
48,U.S. National Team Development Program,11,0,17,U-18,26,2004-05,17,6
25,U.S. National Team Development Program,5,0,12,NAHL,12,2004-05,17,7
14,United States,4,7,8,WJ18-A,6,2004-05,17,4
75,Boston College Eagles,7,0,18,H-East,39,2005-06,18,11
6,United States,0,-1,0,WJC-A,7,2005-06,18,0
76,Boston College Eagles,22,0,47,H-East,41,2006-07,19,25
2,United States,6,3,6,WJC-A,7,2006-07,19,0
65,Boston College Eagles,33,0,68,H-East,43,2007-08,20,35
63,Portland Pirates,26,2,56,AHL,57,2008-09,21,30
46,Portland Pirates,27,-5,38,AHL,44,2009-10,22,11
