goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1979-80,3,,60,0,0,0,0,0,0,VAN,0,0,0,3.00,22,NHL,0,0,2,0,0,0
0,0,0,1981-82,9,,109,0,0,0,0,0,0,STL,0,0,0,4.95,24,NHL,0,0,3,0,0,2
0,0,0,1982-83,5,,60,0,14,0,0,0,0,NYR,0,0,0,5.00,25,NHL,0,0,1,0,0,1
76,4.04,0,1983-84,13,,308,0,6,0,153,166,0,NYR,1,0,0,2.53,26,NHL,0,0,5,0,2,3
120,-2.30,0,1984-85,14,,168,0,0,0,85,99,0,NYR,0,0,0,5.00,27,NHL,.859,0,3,0,0,3
0,0,0,1985-86,6,,75,0,0,0,26,32,0,NYR,0,0,0,4.80,28,NHL,.813,0,3,0,0,0
56,10.03,0,1986-87,13,,467,0,2,0,214,227,0,DET,0,0,0,0,29,NHL,0,0,8,0,5,2
98,0.37,0,1987-88,22,,431,0,0,0,149,171,0,DET,0,0,0,3.06,30,NHL,.871,0,8,0,4,3
0,0,0,1988-89,7,,78,0,0,0,40,47,0,DET,0,0,0,5.38,31,NHL,.851,0,2,0,0,1
