goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1973-74,64,1059,0,0,0,0,0,0,Brandon Travellers,1,0,0,3.63,16,MJHL,0,0,20,0,0,0
0,0,0,1974-75,176,2498,0,0,0,0,0,0,Brandon Wheat Kings,0,0,0,4.23,17,WCJHL,0,0,43,0,0,0
0,0,0,1975-76,234,3523,0,0,0,0,0,0,Brandon Wheat Kings,4,0,0,3.99,18,WCJHL,0,0,64,0,0,0
0,0,0,1976-77,195,3784,0,0,0,0,0,0,Brandon Wheat Kings,4,0,0,3.09,19,WCJHL,0,0,65,0,0,0
0,0,0,1977-78,160,3123,3,0,0,0,0,0,Tulsa Oilers,3,0,0,3.07,20,CHL,0,0,53,0,25,23
0,0,0,1980-81,8,239,0,0,0,0,0,0,Dallas Black Hawks,1,0,0,2.01,23,CHL,0,0,4,0,3,1
0,0,0,1985-86,55,884,1,0,0,0,0,0,2 Teams,0,0,0,3.73,28,AHL,0,0,15,0,8,6
0,0,0,1985-86,33,605,1,0,0,0,0,0,Adirondack Red Wings,0,0,0,3.27,28,AHL,0,0,10,0,5,4
0,0,0,1985-86,22,279,0,0,0,0,0,0,New Haven Nighthawks,0,0,0,4.73,28,AHL,0,0,5,0,3,2
0,0,0,1990-91,39,603,0,0,0,0,0,0,San Diego Gulls,0,0,0,3.88,33,IHL,0,0,11,0,6,4
