year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,15,0,37,17,0,ON-Jr.C,36,Ernestown Jets,17
1992-93,15,0,0,0,0,ON-Jr.A,2,Kingston Voyageurs,0
1993-94,16,0,51,1,0,OHL,51,Sudbury Wolves,1
1994-95,17,9,151,19,0,OHL,65,2 Teams,28
1994-95,17,6,91,6,0,OHL,39,Sudbury Wolves,12
1994-95,17,3,60,13,0,OHL,26,Niagara Falls Thunder,16
1995-96,18,5,129,41,0,OHL,64,Niagara Falls Thunder,46
1995-96,18,0,15,1,0,AHL,4,Rochester Americans,1
1996-97,19,2,4,5,0,AHL,7,Rochester Americans,7
1997-98,20,1,11,7,6,AHL,13,Rochester Americans,8
2012-13,35,0,2,1,0,OHA Sr.,4,Dundas Real McCoys,1
